시군명,확진시기,확진자수
홍천,2020-11-17,0
횡성,2020-11-17,0
영월,2020-11-17,0
평창,2020-11-17,0
정선,2020-11-17,0
철원,2020-11-17,1
화천,2020-11-17,0
양구,2020-11-17,0
인제,2020-11-17,0
고성,2020-11-17,0
양양,2020-11-17,0
춘천,2020-11-18,1
원주,2020-11-18,7
강릉,2020-11-18,0
동해,2020-11-18,0
태백,2020-11-18,0
속초,2020-11-18,2
삼척,2020-11-18,0
홍천,2020-11-18,0
횡성,2020-11-18,0
영월,2020-11-18,0
평창,2020-11-18,0
정선,2020-11-18,0
철원,2020-11-18,8
화천,2020-11-18,2
양구,2020-11-18,1
인제,2020-11-18,0
고성,2020-11-18,0
양양,2020-11-18,0
춘천,2020-11-19,4
원주,2020-11-19,2
강릉,2020-11-19,1
동해,2020-11-19,0
태백,2020-11-19,0
속초,2020-11-19,0
삼척,2020-11-19,1
홍천,2020-11-19,0
횡성,2020-11-19,1
영월,2020-11-19,0
평창,2020-11-19,0
정선,2020-11-19,0
철원,2020-11-19,14
화천,2020-11-19,0
양구,2020-11-19,0
인제,2020-11-19,0
고성,2020-11-19,0
양양,2020-11-19,0
춘천,2020-11-20,8
원주,2020-11-20,1
강릉,2020-11-20,0
동해,2020-11-20,0
태백,2020-11-20,0
속초,2020-11-20,0
삼척,2020-11-20,0
홍천,2020-11-20,0
횡성,2020-11-20,0
영월,2020-11-20,0
평창,2020-11-20,1
정선,2020-11-20,0
철원,2020-11-20,4
화천,2020-11-20,0
양구,2020-11-20,0
인제,2020-11-20,1
고성,2020-11-20,0
양양,2020-11-20,0
춘천,2020-11-21,7
원주,2020-11-21,1
강릉,2020-11-21,0
동해,2020-11-21,0
태백,2020-11-21,0
속초,2020-11-21,1
삼척,2020-11-21,0
홍천,2020-11-21,0
횡성,2020-11-21,0
영월,2020-11-21,0
평창,2020-11-21,0
정선,2020-11-21,0
철원,2020-11-21,3
화천,2020-11-21,1
양구,2020-11-21,0
인제,2020-11-21,0
고성,2020-11-21,0
양양,2020-11-21,0
춘천,2020-11-22,4
원주,2020-11-22,1
강릉,2020-11-22,0
동해,2020-11-22,1
태백,2020-11-22,0
속초,2020-11-22,0
삼척,2020-11-22,0
홍천,2020-11-22,0
횡성,2020-11-22,0
영월,2020-11-22,0
평창,2020-11-22,0
정선,2020-11-22,0
철원,2020-11-22,6
화천,2020-11-22,1
양구,2020-11-22,0
인제,2020-11-22,0
고성,2020-11-22,0
양양,2020-11-22,0
춘천,2020-11-23,7
원주,2020-11-23,0
강릉,2020-11-23,0
동해,2020-11-23,0
태백,2020-11-23,0
속초,2020-11-23,2
삼척,2020-11-23,0
홍천,2020-11-23,0
횡성,2020-11-23,0
영월,2020-11-23,0
평창,2020-11-23,1
정선,2020-11-23,0
철원,2020-11-23,36
화천,2020-11-23,0
양구,2020-11-23,0
인제,2020-11-23,0
고성,2020-11-23,0
양양,2020-11-23,0
춘천,2020-11-24,2
원주,2020-11-24,0
강릉,2020-11-24,0
동해,2020-11-24,0
태백,2020-11-24,0
속초,2020-11-24,8
삼척,2020-11-24,0
홍천,2020-11-24,0
횡성,2020-11-24,1
영월,2020-11-24,0
평창,2020-11-24,0
정선,2020-11-24,0
철원,2020-11-24,1
화천,2020-11-24,0
양구,2020-11-24,0
인제,2020-11-24,0
고성,2020-11-24,0
양양,2020-11-24,0
춘천,2020-11-25,2
원주,2020-11-25,0
강릉,2020-11-25,1
동해,2020-11-25,0
태백,2020-11-25,0
속초,2020-11-25,1
삼척,2020-11-25,0
홍천,2020-11-25,0
횡성,2020-11-25,0
영월,2020-11-25,0
평창,2020-11-25,0
정선,2020-11-25,0
철원,2020-11-25,3
화천,2020-11-25,0
양구,2020-11-25,0
인제,2020-11-25,1
고성,2020-11-25,0
양양,2020-11-25,0
춘천,2020-11-26,2
원주,2020-11-26,0
강릉,2020-11-26,0
동해,2020-11-26,0
태백,2020-11-26,0
속초,2020-11-26,1
삼척,2020-11-26,0
홍천,2020-11-26,1
횡성,2020-11-26,0
영월,2020-11-26,2
평창,2020-11-26,0
정선,2020-11-26,0
철원,2020-11-26,1
화천,2020-11-26,0
양구,2020-11-26,1
인제,2020-11-26,1
고성,2020-11-26,0
양양,2020-11-26,0
춘천,2020-11-27,7
원주,2020-11-27,3
강릉,2020-11-27,2
동해,2020-11-27,0
태백,2020-11-27,0
속초,2020-11-27,1
삼척,2020-11-27,0
홍천,2020-11-27,13
횡성,2020-11-27,0
영월,2020-11-27,5
평창,2020-11-27,0
정선,2020-11-27,0
철원,2020-11-27,1
화천,2020-11-27,3
양구,2020-11-27,0
인제,2020-11-27,0
고성,2020-11-27,0
양양,2020-11-27,0
춘천,2020-11-28,1
원주,2020-11-28,4
강릉,2020-11-28,0
동해,2020-11-28,0
태백,2020-11-28,0
속초,2020-11-28,5
삼척,2020-11-28,0
홍천,2020-11-28,3
횡성,2020-11-28,0
영월,2020-11-28,0
평창,2020-11-28,0
정선,2020-11-28,0
철원,2020-11-28,2
화천,2020-11-28,1
양구,2020-11-28,0
인제,2020-11-28,1
고성,2020-11-28,0
양양,2020-11-28,0
춘천,2020-11-29,0
원주,2020-11-29,0
강릉,2020-11-29,0
동해,2020-11-29,0
태백,2020-11-29,0
속초,2020-11-29,0
삼척,2020-11-29,0
홍천,2020-11-29,0
횡성,2020-11-29,0
영월,2020-11-29,4
평창,2020-11-29,0
정선,2020-11-29,0
철원,2020-11-29,3
화천,2020-11-29,1
양구,2020-11-29,0
인제,2020-11-29,0
고성,2020-11-29,0
양양,2020-11-29,0
춘천,2020-11-30,2
원주,2020-11-30,1
강릉,2020-11-30,0
동해,2020-11-30,0
태백,2020-11-30,0
속초,2020-11-30,1
삼척,2020-11-30,0
홍천,2020-11-30,1
횡성,2020-11-30,0
영월,2020-11-30,2
평창,2020-11-30,0
정선,2020-11-30,0
철원,2020-11-30,2
화천,2020-11-30,0
양구,2020-11-30,0
인제,2020-11-30,0
고성,2020-11-30,0
양양,2020-11-30,0
춘천,2020-12-01,3
원주,2020-12-01,2
강릉,2020-12-01,3
동해,2020-12-01,0
태백,2020-12-01,0
속초,2020-12-01,0
삼척,2020-12-01,0
홍천,2020-12-01,0
횡성,2020-12-01,0
영월,2020-12-01,0
평창,2020-12-01,0
정선,2020-12-01,0
철원,2020-12-01,2
화천,2020-12-01,1
양구,2020-12-01,0
인제,2020-12-01,1
고성,2020-12-01,0
양양,2020-12-01,0
춘천,2020-12-02,4
원주,2020-12-02,0
강릉,2020-12-02,0
동해,2020-12-02,0
태백,2020-12-02,0
속초,2020-12-02,2
삼척,2020-12-02,0
홍천,2020-12-02,2
횡성,2020-12-02,0
영월,2020-12-02,0
평창,2020-12-02,0
정선,2020-12-02,0
철원,2020-12-02,0
화천,2020-12-02,0
양구,2020-12-02,0
인제,2020-12-02,0
고성,2020-12-02,0
양양,2020-12-02,0
춘천,2020-12-03,1
원주,2020-12-03,0
강릉,2020-12-03,0
동해,2020-12-03,0
태백,2020-12-03,0
속초,2020-12-03,0
삼척,2020-12-03,0
홍천,2020-12-03,0
횡성,2020-12-03,0
영월,2020-12-03,0
평창,2020-12-03,0
정선,2020-12-03,0
철원,2020-12-03,2
화천,2020-12-03,0
양구,2020-12-03,0
인제,2020-12-03,1
고성,2020-12-03,0
양양,2020-12-03,0
춘천,2020-12-04,2
원주,2020-12-04,0
강릉,2020-12-04,0
동해,2020-12-04,0
태백,2020-12-04,0
속초,2020-12-04,2
삼척,2020-12-04,0
홍천,2020-12-04,0
횡성,2020-12-04,0
영월,2020-12-04,0
평창,2020-12-04,0
정선,2020-12-04,3
철원,2020-12-04,0
화천,2020-12-04,1
양구,2020-12-04,0
인제,2020-12-04,0
고성,2020-12-04,0
양양,2020-12-04,0
춘천,2020-12-05,5
원주,2020-12-05,2
강릉,2020-12-05,0
동해,2020-12-05,0
태백,2020-12-05,0
속초,2020-12-05,0
삼척,2020-12-05,0
홍천,2020-12-05,1
횡성,2020-12-05,0
영월,2020-12-05,0
평창,2020-12-05,0
정선,2020-12-05,4
철원,2020-12-05,0
화천,2020-12-05,0
양구,2020-12-05,0
인제,2020-12-05,0
고성,2020-12-05,0
양양,2020-12-05,0
춘천,2020-12-06,0
원주,2020-12-06,0
강릉,2020-12-06,3
동해,2020-12-06,0
태백,2020-12-06,0
속초,2020-12-06,0
삼척,2020-12-06,0
홍천,2020-12-06,0
횡성,2020-12-06,0
영월,2020-12-06,0
평창,2020-12-06,0
정선,2020-12-06,0
철원,2020-12-06,5
화천,2020-12-06,0
양구,2020-12-06,1
인제,2020-12-06,0
고성,2020-12-06,0
양양,2020-12-06,0
춘천,2020-12-07,1
원주,2020-12-07,2
강릉,2020-12-07,0
동해,2020-12-07,0
태백,2020-12-07,0
속초,2020-12-07,0
삼척,2020-12-07,0
홍천,2020-12-07,0
횡성,2020-12-07,0
영월,2020-12-07,2
평창,2020-12-07,0
정선,2020-12-07,1
철원,2020-12-07,1
화천,2020-12-07,0
양구,2020-12-07,1
인제,2020-12-07,0
고성,2020-12-07,0
양양,2020-12-07,0
춘천,2020-12-08,0
원주,2020-12-08,2
강릉,2020-12-08,1
동해,2020-12-08,0
태백,2020-12-08,0
속초,2020-12-08,0
삼척,2020-12-08,0
홍천,2020-12-08,0
횡성,2020-12-08,1
영월,2020-12-08,0
평창,2020-12-08,0
정선,2020-12-08,0
철원,2020-12-08,1
화천,2020-12-08,0
양구,2020-12-08,0
인제,2020-12-08,0
고성,2020-12-08,0
양양,2020-12-08,0
춘천,2020-12-09,3
원주,2020-12-09,1
강릉,2020-12-09,6
동해,2020-12-09,0
태백,2020-12-09,0
속초,2020-12-09,0
삼척,2020-12-09,0
홍천,2020-12-09,2
횡성,2020-12-09,0
영월,2020-12-09,3
평창,2020-12-09,0
정선,2020-12-09,0
철원,2020-12-09,0
화천,2020-12-09,0
양구,2020-12-09,0
인제,2020-12-09,0
고성,2020-12-09,0
양양,2020-12-09,0
춘천,2020-12-10,3
원주,2020-12-10,1
강릉,2020-12-10,1
동해,2020-12-10,0
태백,2020-12-10,0
속초,2020-12-10,1
삼척,2020-12-10,0
홍천,2020-12-10,5
횡성,2020-12-10,0
영월,2020-12-10,0
평창,2020-12-10,0
정선,2020-12-10,0
철원,2020-12-10,0
화천,2020-12-10,0
양구,2020-12-10,0
인제,2020-12-10,0
고성,2020-12-10,0
양양,2020-12-10,0
춘천,2020-12-11,7
원주,2020-12-11,1
강릉,2020-12-11,21
동해,2020-12-11,0
태백,2020-12-11,0
속초,2020-12-11,2
삼척,2020-12-11,0
홍천,2020-12-11,1
횡성,2020-12-11,0
영월,2020-12-11,2
평창,2020-12-11,1
정선,2020-12-11,0
철원,2020-12-11,0
화천,2020-12-11,2
양구,2020-12-11,0
인제,2020-12-11,0
고성,2020-12-11,0
양양,2020-12-11,0
춘천,2020-12-12,7
원주,2020-12-12,4
강릉,2020-12-12,2
동해,2020-12-12,0
태백,2020-12-12,0
속초,2020-12-12,1
삼척,2020-12-12,4
홍천,2020-12-12,0
횡성,2020-12-12,0
영월,2020-12-12,0
평창,2020-12-12,0
정선,2020-12-12,0
철원,2020-12-12,0
화천,2020-12-12,0
양구,2020-12-12,0
인제,2020-12-12,0
고성,2020-12-12,0
양양,2020-12-12,0
춘천,2020-12-13,3
원주,2020-12-13,0
강릉,2020-12-13,2
동해,2020-12-13,4
태백,2020-12-13,0
속초,2020-12-13,1
삼척,2020-12-13,0
홍천,2020-12-13,0
횡성,2020-12-13,0
영월,2020-12-13,0
평창,2020-12-13,0
정선,2020-12-13,2
철원,2020-12-13,0
화천,2020-12-13,0
양구,2020-12-13,0
인제,2020-12-13,0
고성,2020-12-13,0
양양,2020-12-13,1
춘천,2020-12-14,1
원주,2020-12-14,4
강릉,2020-12-14,1
동해,2020-12-14,1
태백,2020-12-14,0
속초,2020-12-14,0
삼척,2020-12-14,0
홍천,2020-12-14,0
횡성,2020-12-14,1
영월,2020-12-14,0
평창,2020-12-14,0
정선,2020-12-14,3
철원,2020-12-14,1
화천,2020-12-14,1
양구,2020-12-14,0
인제,2020-12-14,0
고성,2020-12-14,0
양양,2020-12-14,0
춘천,2020-12-15,0
원주,2020-12-15,0
강릉,2020-12-15,2
동해,2020-12-15,0
태백,2020-12-15,0
속초,2020-12-15,0
삼척,2020-12-15,0
홍천,2020-12-15,0
횡성,2020-12-15,1
영월,2020-12-15,0
평창,2020-12-15,2
정선,2020-12-15,3
철원,2020-12-15,0
화천,2020-12-15,0
양구,2020-12-15,0
인제,2020-12-15,0
고성,2020-12-15,0
양양,2020-12-15,0
춘천,2020-12-16,0
원주,2020-12-16,1
강릉,2020-12-16,0
동해,2020-12-16,0
태백,2020-12-16,0
속초,2020-12-16,0
삼척,2020-12-16,0
홍천,2020-12-16,2
횡성,2020-12-16,0
영월,2020-12-16,0
평창,2020-12-16,5
정선,2020-12-16,0
철원,2020-12-16,1
화천,2020-12-16,0
양구,2020-12-16,0
인제,2020-12-16,0
고성,2020-12-16,0
양양,2020-12-16,0
춘천,2020-12-17,2
원주,2020-12-17,4
강릉,2020-12-17,3
동해,2020-12-17,2
태백,2020-12-17,0
속초,2020-12-17,0
삼척,2020-12-17,0
홍천,2020-12-17,1
횡성,2020-12-17,0
영월,2020-12-17,0
평창,2020-12-17,5
정선,2020-12-17,1
철원,2020-12-17,0
화천,2020-12-17,0
양구,2020-12-17,0
인제,2020-12-17,0
고성,2020-12-17,0
양양,2020-12-17,0
춘천,2020-12-18,0
원주,2020-12-18,7
강릉,2020-12-18,3
동해,2020-12-18,12
태백,2020-12-18,0
속초,2020-12-18,0
삼척,2020-12-18,0
홍천,2020-12-18,0
횡성,2020-12-18,0
영월,2020-12-18,0
평창,2020-12-18,3
정선,2020-12-18,2
철원,2020-12-18,0
화천,2020-12-18,0
양구,2020-12-18,0
인제,2020-12-18,0
고성,2020-12-18,0
양양,2020-12-18,0
춘천,2020-12-19,1
원주,2020-12-19,1
강릉,2020-12-19,4
동해,2020-12-19,37
태백,2020-12-19,0
속초,2020-12-19,0
삼척,2020-12-19,0
홍천,2020-12-19,5
횡성,2020-12-19,4
영월,2020-12-19,0
평창,2020-12-19,3
정선,2020-12-19,0
철원,2020-12-19,0
화천,2020-12-19,0
양구,2020-12-19,0
인제,2020-12-19,0
고성,2020-12-19,0
양양,2020-12-19,0
춘천,2020-12-20,0
원주,2020-12-20,2
강릉,2020-12-20,11
동해,2020-12-20,10
태백,2020-12-20,0
속초,2020-12-20,0
삼척,2020-12-20,0
홍천,2020-12-20,2
횡성,2020-12-20,0
영월,2020-12-20,0
평창,2020-12-20,0
정선,2020-12-20,0
철원,2020-12-20,0
화천,2020-12-20,0
양구,2020-12-20,0
인제,2020-12-20,0
고성,2020-12-20,0
양양,2020-12-20,0
춘천,2020-12-21,0
원주,2020-12-21,2
강릉,2020-12-21,4
동해,2020-12-21,16
태백,2020-12-21,0
속초,2020-12-21,0
삼척,2020-12-21,0
홍천,2020-12-21,1
횡성,2020-12-21,0
영월,2020-12-21,0
평창,2020-12-21,0
정선,2020-12-21,0
철원,2020-12-21,0
화천,2020-12-21,0
양구,2020-12-21,0
인제,2020-12-21,0
고성,2020-12-21,0
양양,2020-12-21,0
춘천,2020-12-22,0
원주,2020-12-22,6
강릉,2020-12-22,2
동해,2020-12-22,3
태백,2020-12-22,0
속초,2020-12-22,1
삼척,2020-12-22,0
홍천,2020-12-22,0
횡성,2020-12-22,0
영월,2020-12-22,0
평창,2020-12-22,0
정선,2020-12-22,0
철원,2020-12-22,0
화천,2020-12-22,0
양구,2020-12-22,1
인제,2020-12-22,0
고성,2020-12-22,0
양양,2020-12-22,0
춘천,2020-12-23,0
원주,2020-12-23,2
강릉,2020-12-23,3
동해,2020-12-23,3
태백,2020-12-23,0
속초,2020-12-23,0
삼척,2020-12-23,0
홍천,2020-12-23,0
횡성,2020-12-23,1
영월,2020-12-23,0
평창,2020-12-23,0
정선,2020-12-23,0
철원,2020-12-23,12
화천,2020-12-23,0
양구,2020-12-23,0
인제,2020-12-23,0
고성,2020-12-23,0
양양,2020-12-23,0
춘천,2020-12-24,0
원주,2020-12-24,0
강릉,2020-12-24,2
동해,2020-12-24,3
태백,2020-12-24,0
속초,2020-12-24,0
삼척,2020-12-24,0
홍천,2020-12-24,0
횡성,2020-12-24,1
영월,2020-12-24,1
평창,2020-12-24,0
정선,2020-12-24,0
철원,2020-12-24,7
화천,2020-12-24,0
양구,2020-12-24,0
인제,2020-12-24,0
고성,2020-12-24,0
양양,2020-12-24,0
춘천,2020-12-25,4
원주,2020-12-25,9
강릉,2020-12-25,2
동해,2020-12-25,3
태백,2020-12-25,0
속초,2020-12-25,3
삼척,2020-12-25,0
홍천,2020-12-25,2
횡성,2020-12-25,0
영월,2020-12-25,0
평창,2020-12-25,0
정선,2020-12-25,0
철원,2020-12-25,13
화천,2020-12-25,0
양구,2020-12-25,0
인제,2020-12-25,0
고성,2020-12-25,0
양양,2020-12-25,0
춘천,2020-12-26,7
원주,2020-12-26,4
강릉,2020-12-26,0
동해,2020-12-26,8
태백,2020-12-26,2
속초,2020-12-26,1
삼척,2020-12-26,0
홍천,2020-12-26,1
횡성,2020-12-26,0
영월,2020-12-26,0
평창,2020-12-26,0
정선,2020-12-26,0
철원,2020-12-26,0
화천,2020-12-26,0
양구,2020-12-26,0
인제,2020-12-26,0
고성,2020-12-26,0
양양,2020-12-26,0
춘천,2020-12-27,10
원주,2020-12-27,1
강릉,2020-12-27,0
동해,2020-12-27,11
태백,2020-12-27,0
속초,2020-12-27,0
삼척,2020-12-27,0
홍천,2020-12-27,0
횡성,2020-12-27,0
영월,2020-12-27,0
평창,2020-12-27,0
정선,2020-12-27,0
철원,2020-12-27,5
화천,2020-12-27,0
양구,2020-12-27,0
인제,2020-12-27,0
고성,2020-12-27,0
양양,2020-12-27,0
춘천,2020-12-28,3
원주,2020-12-28,7
강릉,2020-12-28,1
동해,2020-12-28,9
태백,2020-12-28,0
속초,2020-12-28,0
삼척,2020-12-28,0
홍천,2020-12-28,0
횡성,2020-12-28,0
영월,2020-12-28,0
평창,2020-12-28,0
정선,2020-12-28,0
철원,2020-12-28,1
화천,2020-12-28,0
양구,2020-12-28,0
인제,2020-12-28,0
고성,2020-12-28,0
양양,2020-12-28,0
춘천,2020-12-29,2
원주,2020-12-29,6
강릉,2020-12-29,2
동해,2020-12-29,3
태백,2020-12-29,0
속초,2020-12-29,3
삼척,2020-12-29,0
홍천,2020-12-29,0
횡성,2020-12-29,0
영월,2020-12-29,0
평창,2020-12-29,0
정선,2020-12-29,0
철원,2020-12-29,0
화천,2020-12-29,0
양구,2020-12-29,1
인제,2020-12-29,0
고성,2020-12-29,0
양양,2020-12-29,0
춘천,2020-12-30,5
원주,2020-12-30,13
강릉,2020-12-30,0
동해,2020-12-30,7
태백,2020-12-30,0
속초,2020-12-30,3
삼척,2020-12-30,0
홍천,2020-12-30,1
횡성,2020-12-30,0
영월,2020-12-30,2
평창,2020-12-30,1
정선,2020-12-30,0
철원,2020-12-30,1
화천,2020-12-30,0
양구,2020-12-30,3
인제,2020-12-30,0
고성,2020-12-30,0
양양,2020-12-30,0
춘천,2020-12-31,3
원주,2020-12-31,6
강릉,2020-12-31,2
동해,2020-12-31,6
태백,2020-12-31,0
속초,2020-12-31,10
삼척,2020-12-31,0
홍천,2020-12-31,0
횡성,2020-12-31,0
영월,2020-12-31,0
평창,2020-12-31,0
정선,2020-12-31,0
철원,2020-12-31,2
화천,2020-12-31,0
양구,2020-12-31,0
인제,2020-12-31,0
고성,2020-12-31,1
양양,2020-12-31,0
춘천,2021-01-01,2
원주,2021-01-01,12
강릉,2021-01-01,1
동해,2021-01-01,9
태백,2021-01-01,0
속초,2021-01-01,4
삼척,2021-01-01,1
홍천,2021-01-01,1
횡성,2021-01-01,0
영월,2021-01-01,0
평창,2021-01-01,1
정선,2021-01-01,0
철원,2021-01-01,0
화천,2021-01-01,0
양구,2021-01-01,0
인제,2021-01-01,0
고성,2021-01-01,0
양양,2021-01-01,0
춘천,2021-01-02,1
원주,2021-01-02,15
강릉,2021-01-02,4
동해,2021-01-02,3
태백,2021-01-02,0
속초,2021-01-02,5
삼척,2021-01-02,0
홍천,2021-01-02,0
횡성,2021-01-02,0
영월,2021-01-02,0
평창,2021-01-02,1
정선,2021-01-02,0
철원,2021-01-02,0
화천,2021-01-02,1
양구,2021-01-02,3
인제,2021-01-02,0
고성,2021-01-02,0
양양,2021-01-02,0
춘천,2021-01-03,0
원주,2021-01-03,9
강릉,2021-01-03,3
동해,2021-01-03,5
태백,2021-01-03,0
속초,2021-01-03,6
삼척,2021-01-03,0
홍천,2021-01-03,0
횡성,2021-01-03,0
영월,2021-01-03,0
평창,2021-01-03,1
정선,2021-01-03,0
철원,2021-01-03,2
화천,2021-01-03,0
양구,2021-01-03,0
인제,2021-01-03,1
고성,2021-01-03,1
양양,2021-01-03,0
춘천,2021-01-04,5
원주,2021-01-04,10
강릉,2021-01-04,0
동해,2021-01-04,1
태백,2021-01-04,0
속초,2021-01-04,1
삼척,2021-01-04,0
홍천,2021-01-04,0
횡성,2021-01-04,0
영월,2021-01-04,0
평창,2021-01-04,6
정선,2021-01-04,0
철원,2021-01-04,1
화천,2021-01-04,0
양구,2021-01-04,0
인제,2021-01-04,0
고성,2021-01-04,2
양양,2021-01-04,1
춘천,2021-01-05,1
원주,2021-01-05,4
강릉,2021-01-05,4
동해,2021-01-05,1
태백,2021-01-05,0
속초,2021-01-05,2
삼척,2021-01-05,0
홍천,2021-01-05,0
횡성,2021-01-05,0
영월,2021-01-05,1
평창,2021-01-05,2
정선,2021-01-05,0
철원,2021-01-05,0
화천,2021-01-05,0
양구,2021-01-05,0
인제,2021-01-05,0
고성,2021-01-05,0
양양,2021-01-05,1
춘천,2021-01-06,6
원주,2021-01-06,10
강릉,2021-01-06,0
동해,2021-01-06,1
태백,2021-01-06,0
속초,2021-01-06,4
삼척,2021-01-06,0
홍천,2021-01-06,0
횡성,2021-01-06,0
영월,2021-01-06,7
평창,2021-01-06,0
정선,2021-01-06,0
철원,2021-01-06,1
화천,2021-01-06,0
양구,2021-01-06,0
인제,2021-01-06,1
고성,2021-01-06,0
양양,2021-01-06,0
춘천,2021-01-07,2
원주,2021-01-07,5
강릉,2021-01-07,1
동해,2021-01-07,0
태백,2021-01-07,0
속초,2021-01-07,1
삼척,2021-01-07,0
홍천,2021-01-07,0
횡성,2021-01-07,0
영월,2021-01-07,0
평창,2021-01-07,0
정선,2021-01-07,0
철원,2021-01-07,2
화천,2021-01-07,0
양구,2021-01-07,0
인제,2021-01-07,0
고성,2021-01-07,0
양양,2021-01-07,0
춘천,2021-01-08,3
원주,2021-01-08,3
강릉,2021-01-08,0
동해,2021-01-08,0
태백,2021-01-08,0
속초,2021-01-08,0
삼척,2021-01-08,0
홍천,2021-01-08,0
횡성,2021-01-08,0
영월,2021-01-08,0
평창,2021-01-08,0
정선,2021-01-08,0
철원,2021-01-08,0
화천,2021-01-08,0
양구,2021-01-08,0
인제,2021-01-08,0
고성,2021-01-08,0
양양,2021-01-08,0
춘천,2021-01-09,1
원주,2021-01-09,12
강릉,2021-01-09,5
동해,2021-01-09,1
태백,2021-01-09,0
속초,2021-01-09,0
삼척,2021-01-09,0
홍천,2021-01-09,0
횡성,2021-01-09,0
영월,2021-01-09,0
평창,2021-01-09,0
정선,2021-01-09,0
철원,2021-01-09,1
화천,2021-01-09,0
양구,2021-01-09,0
인제,2021-01-09,0
고성,2021-01-09,0
양양,2021-01-09,0
춘천,2021-01-10,0
원주,2021-01-10,5
강릉,2021-01-10,1
동해,2021-01-10,4
태백,2021-01-10,0
속초,2021-01-10,1
삼척,2021-01-10,0
홍천,2021-01-10,0
횡성,2021-01-10,0
영월,2021-01-10,0
평창,2021-01-10,0
정선,2021-01-10,0
철원,2021-01-10,0
화천,2021-01-10,0
양구,2021-01-10,0
인제,2021-01-10,0
고성,2021-01-10,0
양양,2021-01-10,0
춘천,2021-01-11,1
원주,2021-01-11,2
강릉,2021-01-11,0
동해,2021-01-11,2
태백,2021-01-11,0
속초,2021-01-11,0
삼척,2021-01-11,0
홍천,2021-01-11,0
횡성,2021-01-11,0
영월,2021-01-11,0
평창,2021-01-11,0
정선,2021-01-11,0
철원,2021-01-11,2
화천,2021-01-11,0
양구,2021-01-11,0
인제,2021-01-11,0
고성,2021-01-11,0
양양,2021-01-11,0
춘천,2021-01-12,1
원주,2021-01-12,4
강릉,2021-01-12,1
동해,2021-01-12,1
태백,2021-01-12,0
속초,2021-01-12,3
삼척,2021-01-12,0
홍천,2021-01-12,0
횡성,2021-01-12,0
영월,2021-01-12,11
평창,2021-01-12,0
정선,2021-01-12,0
철원,2021-01-12,0
화천,2021-01-12,0
양구,2021-01-12,0
인제,2021-01-12,0
고성,2021-01-12,0
양양,2021-01-12,0
춘천,2021-01-13,3
원주,2021-01-13,1
강릉,2021-01-13,0
동해,2021-01-13,5
태백,2021-01-13,0
속초,2021-01-13,0
삼척,2021-01-13,0
홍천,2021-01-13,0
횡성,2021-01-13,0
영월,2021-01-13,0
평창,2021-01-13,0
정선,2021-01-13,0
철원,2021-01-13,1
화천,2021-01-13,0
양구,2021-01-13,0
인제,2021-01-13,0
고성,2021-01-13,0
양양,2021-01-13,1
춘천,2021-01-14,1
원주,2021-01-14,4
강릉,2021-01-14,0
동해,2021-01-14,6
태백,2021-01-14,0
속초,2021-01-14,1
삼척,2021-01-14,0
홍천,2021-01-14,0
횡성,2021-01-14,0
영월,2021-01-14,0
평창,2021-01-14,0
정선,2021-01-14,0
철원,2021-01-14,1
화천,2021-01-14,0
양구,2021-01-14,0
인제,2021-01-14,0
고성,2021-01-14,0
양양,2021-01-14,0
춘천,2021-01-15,0
원주,2021-01-15,3
강릉,2021-01-15,3
동해,2021-01-15,13
태백,2021-01-15,0
속초,2021-01-15,1
삼척,2021-01-15,1
홍천,2021-01-15,0
횡성,2021-01-15,0
영월,2021-01-15,1
평창,2021-01-15,0
정선,2021-01-15,0
철원,2021-01-15,0
화천,2021-01-15,1
양구,2021-01-15,0
인제,2021-01-15,0
고성,2021-01-15,0
양양,2021-01-15,0
춘천,2021-01-16,1
원주,2021-01-16,1
강릉,2021-01-16,1
동해,2021-01-16,1
태백,2021-01-16,0
속초,2021-01-16,0
삼척,2021-01-16,0
홍천,2021-01-16,0
횡성,2021-01-16,0
영월,2021-01-16,0
평창,2021-01-16,0
정선,2021-01-16,0
철원,2021-01-16,0
화천,2021-01-16,0
양구,2021-01-16,0
인제,2021-01-16,0
고성,2021-01-16,0
양양,2021-01-16,0
춘천,2021-01-17,2
원주,2021-01-17,2
강릉,2021-01-17,3
동해,2021-01-17,3
태백,2021-01-17,1
속초,2021-01-17,0
삼척,2021-01-17,1
홍천,2021-01-17,1
횡성,2021-01-17,0
영월,2021-01-17,2
평창,2021-01-17,0
정선,2021-01-17,0
철원,2021-01-17,1
화천,2021-01-17,0
양구,2021-01-17,0
인제,2021-01-17,0
고성,2021-01-17,0
양양,2021-01-17,0
춘천,2021-01-18,3
원주,2021-01-18,2
강릉,2021-01-18,0
동해,2021-01-18,11
태백,2021-01-18,0
속초,2021-01-18,0
삼척,2021-01-18,0
홍천,2021-01-18,0
횡성,2021-01-18,0
영월,2021-01-18,0
평창,2021-01-18,0
정선,2021-01-18,0
철원,2021-01-18,0
화천,2021-01-18,0
양구,2021-01-18,0
인제,2021-01-18,0
고성,2021-01-18,0
양양,2021-01-18,1
춘천,2021-01-19,0
원주,2021-01-19,5
강릉,2021-01-19,0
동해,2021-01-19,2
태백,2021-01-19,0
속초,2021-01-19,1
삼척,2021-01-19,0
홍천,2021-01-19,0
횡성,2021-01-19,0
영월,2021-01-19,1
평창,2021-01-19,0
정선,2021-01-19,0
